loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, bank_asset_value, luxury_assets_value,Expenses, loan_status
3395,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,4700000,14000000,3436160, Rejected
3396,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,400000,1200000,503518, Rejected
3397,5, Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,5800000,16700000,3252884, Rejected
3398,0, Graduate, Yes,9200000,29400000,2,868,9200000,13800000,5300000,32000000,5234818, Approved
3399,2, Graduate, Yes,6900000,25300000,4,763,9000000,3600000,5500000,21300000,3086866, Approved
3400,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,4700000,19400000,4096911, Rejected
3401,4, Graduate, No,3400000,12700000,2,741,3300000,6100000,3700000,7700000,1557880, Approved
3402,4, Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,11700000,32100000,4977972, Approved
3403,3, Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,4900000,32400000,7518332, Rejected
3404,5, Graduate, Yes,4800000,16300000,4,523,8800000,2300000,2800000,10000000,2852935, Approved
3405,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,1500000,9100000,1759618, Rejected
3406,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,4000000,13000000,2417803, Rejected
3407,5, Not Graduate, Yes,800000,2200000,14,574,2200000,1200000,1100000,1700000,441319, Approved
3408,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,5900000,9000000,2528215, Rejected
3409,0, Not Graduate, No,1900000,3800000,16,542,800000,500000,2100000,4000000,1508096, Rejected
3410,5, Graduate, Yes,6700000,25400000,14,820,10300000,8100000,3900000,18500000,2793957, Approved
3411,0, Graduate, No,5200000,13400000,2,505,12000000,7900000,6200000,20400000,4052490, Rejected
3412,3, Graduate, Yes,6700000,16400000,2,508,4400000,10900000,9200000,25300000,5399109, Rejected
3413,1, Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,3800000,10100000,2431989, Approved
3414,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,7000000,14100000,3054412, Approved
3415,5, Not Graduate, Yes,6500000,18900000,12,427,5100000,1900000,7800000,18200000,4539793, Rejected
3416,3, Graduate, No,500000,2000000,12,890,800000,700000,400000,1800000,299915, Approved
3417,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,8200000,11800000,4486568, Rejected
3418,4, Not Graduate, Yes,6800000,20000000,12,679,20200000,10900000,6600000,26900000,2868185, Approved
3419,5, Not Graduate, No,3100000,12300000,18,805,4900000,1900000,2800000,6100000,1615089, Approved
3420,3, Not Graduate, No,5100000,11000000,16,826,11800000,2900000,2700000,12900000,2758863, Approved
3421,1, Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,4500000,16800000,2739886, Approved
3422,5, Graduate, Yes,4400000,14100000,10,663,5300000,4900000,2600000,17500000,1786512, Approved
3423,1, Not Graduate, No,8100000,21900000,6,884,15100000,5400000,6600000,27500000,4542956, Approved
3424,1, Not Graduate, No,1100000,3700000,2,508,200000,0,1300000,2200000,604965, Approved
3425,0, Graduate, Yes,2400000,6900000,4,581,5100000,4500000,3400000,6000000,1366366, Approved
3426,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,9900000,15100000,4361764, Rejected
3427,1, Graduate, Yes,8700000,30000000,12,543,21900000,12700000,12700000,30600000,7208090, Rejected
3428,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,3600000,10400000,2489850, Rejected
3429,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,1300000,4900000,940993, Approved
3430,5, Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,9300000,16300000,5289830, Rejected
3431,2, Not Graduate, No,3700000,9200000,10,819,8500000,2000000,3100000,10200000,2186779, Approved
3432,4, Graduate, No,400000,1400000,18,827,-100000,0,600000,900000,211745, Approved
3433,0, Not Graduate, No,4800000,15700000,10,398,4900000,7400000,6400000,17100000,3700215, Rejected
3434,0, Graduate, Yes,2900000,7500000,18,692,3200000,300000,4000000,7500000,1521487, Approved
3435,5, Graduate, Yes,5000000,14600000,18,509,11800000,2500000,4900000,19800000,4122139, Rejected
3436,0, Graduate, Yes,7600000,18100000,16,439,12800000,5900000,10600000,29800000,6167160, Rejected
3437,1, Graduate, No,3000000,9400000,4,622,600000,3500000,2000000,9600000,1694360, Approved
3438,3, Not Graduate, Yes,200000,700000,18,526,400000,100000,0,500000,156359, Rejected
3439,5, Not Graduate, Yes,6800000,19000000,8,865,9500000,7200000,6300000,25000000,4074821, Approved
3440,5, Not Graduate, Yes,9700000,27400000,2,328,0,18400000,7900000,22000000,7634451, Rejected
3441,0, Graduate, Yes,1200000,4200000,4,768,2800000,2200000,1500000,2800000,564773, Approved
3442,5, Not Graduate, Yes,7400000,24000000,16,854,4300000,6700000,8700000,20600000,3016923, Approved
3443,4, Graduate, No,6900000,20800000,4,839,2600000,2400000,7400000,16100000,3357903, Approved
3444,0, Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,6400000,33800000,6214102, Rejected
3445,0, Graduate, Yes,1300000,4700000,16,530,3200000,1000000,800000,3800000,1077612, Rejected
3446,3, Graduate, No,6600000,14600000,10,841,15300000,12100000,6000000,14800000,2868920, Approved
3447,3, Not Graduate, Yes,1800000,5700000,14,670,5300000,3100000,2700000,3500000,959441, Approved
3448,5, Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,8400000,26000000,4309114, Approved
3449,4, Not Graduate, No,2800000,8300000,14,352,4900000,2600000,3700000,7100000,1700482, Rejected
3450,1, Graduate, Yes,7000000,16000000,4,554,13000000,8600000,7900000,26600000,3291637, Approved
3451,4, Graduate, No,700000,1800000,18,728,400000,1300000,600000,2200000,334527, Approved
3452,0, Not Graduate, No,7400000,25500000,6,463,2300000,5600000,8400000,26800000,4812353, Rejected
3453,5, Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,2900000,8700000,1679665, Rejected
3454,1, Graduate, Yes,600000,1900000,8,445,1200000,100000,300000,1600000,447249, Rejected
3455,5, Graduate, No,1000000,3000000,4,896,2800000,1100000,1100000,2000000,584197, Approved
3456,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,2300000,5000000,1332699, Rejected
3457,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,7300000,19500000,4288548, Approved
3458,4, Not Graduate, No,8600000,20900000,10,867,24300000,7200000,9900000,23700000,4127414, Approved
3459,3, Not Graduate, Yes,7500000,26000000,2,342,13900000,1900000,11200000,26900000,4339106, Approved
3460,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,4500000,15500000,2853732, Approved
3461,2, Not Graduate, No,7900000,20900000,2,723,1700000,1800000,7100000,16300000,4015075, Approved
3462,1, Graduate, Yes,4200000,11300000,4,704,4700000,2800000,4000000,14900000,1875163, Approved
3463,0, Graduate, No,6500000,20200000,16,842,8300000,12200000,9600000,14300000,3573086, Approved
3464,0, Graduate, Yes,7400000,15200000,12,600,6200000,8500000,4100000,18800000,4274998, Approved
3465,3, Not Graduate, No,9100000,25600000,12,688,8900000,16300000,11100000,27900000,3996199, Approved
3466,0, Not Graduate, No,800000,2300000,16,739,1800000,600000,400000,2000000,343544, Approved
3467,1, Graduate, Yes,800000,2800000,10,798,1300000,1300000,400000,2500000,465082, Approved
3468,5, Graduate, Yes,4100000,9900000,4,319,7600000,7400000,5500000,12000000,2775213, Rejected
3469,5, Graduate, Yes,4200000,8700000,6,583,6000000,800000,2500000,8500000,2011262, Approved
3470,3, Graduate, Yes,4800000,11500000,12,535,3600000,8000000,5400000,15600000,3789456, Rejected
3471,3, Not Graduate, Yes,8300000,25900000,8,696,14400000,12200000,7100000,23500000,4479977, Approved
3472,4, Not Graduate, No,7600000,23900000,8,672,2500000,1600000,6700000,20200000,3137087, Approved
3473,4, Graduate, No,5100000,12300000,20,410,9200000,9200000,5600000,18700000,3320636, Rejected
3474,5, Graduate, No,3600000,11600000,14,546,8500000,300000,4800000,12000000,3033141, Rejected
3475,3, Not Graduate, Yes,5400000,16800000,16,550,10700000,6400000,7000000,13400000,2277499, Approved
3476,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,300000,2600000,425015, Rejected
3477,2, Not Graduate, Yes,9800000,38200000,10,743,5400000,14800000,5300000,24300000,5327650, Approved
3478,4, Graduate, No,9700000,36400000,4,772,13800000,11300000,13500000,38100000,5263119, Approved
3479,0, Graduate, Yes,9400000,29900000,12,302,12300000,1500000,8200000,35700000,5878402, Rejected
3480,3, Graduate, Yes,3200000,9100000,18,376,4500000,800000,1700000,9000000,2692592, Rejected
3481,0, Graduate, Yes,3700000,11600000,10,747,0,4500000,3500000,9000000,1921739, Approved
3482,2, Graduate, Yes,4200000,15800000,6,710,12300000,3700000,4600000,12600000,2415866, Approved
3483,2, Not Graduate, No,7000000,24200000,6,892,20600000,500000,9200000,21400000,3259211, Approved
3484,3, Not Graduate, No,3200000,11500000,16,492,4800000,2300000,3200000,10400000,2605866, Rejected
3485,5, Graduate, No,7900000,17700000,2,559,19700000,2800000,5400000,28900000,3606724, Approved
3486,3, Not Graduate, No,2200000,8300000,18,314,1100000,900000,2000000,5800000,1805727, Rejected
3487,0, Graduate, Yes,2700000,8400000,6,744,1200000,4100000,2000000,7500000,1127120, Approved
3488,5, Not Graduate, No,6800000,18000000,12,690,17800000,11800000,9300000,25000000,4008799, Approved
3489,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,8100000,21100000,3246729, Approved
3490,5, Graduate, Yes,9000000,31400000,2,677,12000000,10800000,8700000,20700000,4091479, Approved
3491,1, Graduate, No,4700000,15700000,4,468,13300000,5100000,3600000,16200000,1987140, Approved
3492,2, Not Graduate, No,8100000,17500000,4,674,10800000,12700000,9300000,23200000,3844496, Approved
3493,2, Not Graduate, No,9000000,27300000,14,353,22600000,4400000,7200000,26900000,6386042, Rejected
3494,4, Not Graduate, No,3800000,14100000,8,727,3900000,4900000,5400000,8200000,2147830, Approved
3495,4, Not Graduate, Yes,8800000,22200000,10,512,6800000,4000000,9900000,31900000,6441911, Rejected
3496,3, Not Graduate, Yes,8700000,27200000,18,454,9100000,9300000,12000000,30900000,6952238, Rejected
3497,5, Not Graduate, No,5000000,12400000,14,315,7400000,8600000,4000000,17000000,4085648, Rejected
3498,0, Not Graduate, Yes,6000000,22700000,10,480,200000,11900000,8700000,13700000,4147841, Rejected
3499,2, Graduate, Yes,9100000,24200000,16,685,25600000,1900000,9100000,31100000,4403659, Approved
3500,1, Graduate, No,7400000,17900000,6,460,2600000,1300000,5000000,25900000,5464476, Rejected
3501,1, Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,11400000,16900000,4416135, Approved
3502,1, Graduate, Yes,7600000,23900000,12,692,500000,12200000,5000000,27000000,4289611, Approved
3503,1, Not Graduate, Yes,3500000,9600000,4,398,1700000,6000000,4600000,7900000,2228297, Rejected
3504,5, Graduate, Yes,1000000,3500000,18,882,900000,500000,600000,2900000,470882, Approved
3505,5, Graduate, Yes,9900000,25900000,4,860,7800000,200000,5400000,38000000,5106482, Approved
3506,2, Graduate, Yes,5700000,15100000,18,330,5900000,3800000,6200000,16600000,4360890, Rejected
3507,5, Graduate, No,700000,2400000,16,447,1300000,700000,800000,2600000,445161, Rejected
3508,0, Not Graduate, Yes,9600000,23800000,12,788,9900000,14400000,10400000,21200000,4181269, Approved
3509,1, Not Graduate, No,9300000,28900000,6,526,11100000,1600000,11000000,19700000,7709392, Rejected
3510,0, Graduate, No,9500000,28400000,18,577,6200000,10300000,14100000,30200000,3943258, Approved
3511,4, Graduate, Yes,8700000,23400000,16,372,10600000,11700000,8000000,20000000,6383447, Rejected
3512,5, Graduate, Yes,7300000,21000000,14,759,15500000,8000000,10800000,20300000,3246399, Approved
3513,3, Graduate, Yes,4100000,12700000,10,465,6400000,1900000,3200000,14100000,3275335, Rejected
3514,2, Graduate, No,2900000,10200000,4,789,1200000,4100000,3600000,6100000,1428908, Approved
3515,3, Graduate, Yes,7500000,17900000,2,680,7000000,11800000,6300000,25000000,4444065, Approved
3516,1, Graduate, No,7900000,25700000,20,681,14900000,3000000,8800000,18100000,4524269, Approved
3517,1, Graduate, Yes,6900000,22300000,16,673,17400000,100000,9000000,21300000,3701971, Approved
3518,0, Not Graduate, No,6900000,22900000,10,313,5600000,9300000,8000000,26200000,4299306, Rejected
3519,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,5500000,17300000,2367976, Approved
3520,5, Graduate, Yes,7700000,24400000,8,453,1400000,7700000,10000000,22000000,6320586, Rejected
3521,3, Not Graduate, No,6900000,22700000,4,650,900000,13400000,6400000,15500000,3626823, Approved
3522,1, Not Graduate, No,1200000,4500000,4,439,3200000,1800000,1200000,2900000,706651, Approved
3523,1, Graduate, No,2900000,9600000,4,658,8200000,4300000,2700000,7000000,1548424, Approved
3524,4, Graduate, Yes,5500000,18900000,6,379,13900000,9100000,3100000,18500000,4245693, Rejected
3525,4, Graduate, Yes,3200000,10700000,4,450,7300000,3000000,1800000,8200000,1792990, Approved
3526,5, Not Graduate, No,2600000,8200000,4,849,7400000,2000000,2700000,8900000,1393516, Approved
3527,0, Graduate, No,500000,1600000,18,865,1400000,400000,200000,1000000,202573, Approved
3528,0, Graduate, No,1800000,6900000,10,853,900000,400000,1700000,3700000,1140901, Rejected
3529,0, Not Graduate, No,1300000,4900000,12,555,2400000,1200000,1700000,4100000,747298, Approved
3530,1, Not Graduate, No,9900000,20700000,20,821,12700000,8200000,11100000,38100000,5751403, Approved
3531,0, Not Graduate, No,2000000,4700000,2,820,4700000,500000,1200000,7900000,822888, Approved
3532,1, Not Graduate, No,5100000,15300000,4,721,7000000,6100000,5900000,15300000,2177803, Approved
3533,4, Graduate, Yes,8200000,24000000,20,831,23000000,3000000,5400000,24800000,4746937, Approved
3534,5, Not Graduate, No,4200000,12600000,18,571,8900000,3200000,6200000,11700000,2377520, Approved
3535,2, Not Graduate, Yes,1300000,4900000,8,582,2100000,1800000,1700000,3400000,718557, Approved
3536,1, Not Graduate, Yes,4600000,13600000,18,487,11200000,8500000,5400000,15500000,3311575, Rejected
3537,1, Not Graduate, No,6600000,19700000,12,758,16000000,4400000,9500000,18800000,3769852, Approved
3538,2, Graduate, Yes,8300000,30100000,16,636,5200000,5100000,7200000,33100000,4804702, Approved
3539,0, Graduate, No,6900000,20700000,16,857,17100000,13700000,8800000,14600000,3714182, Approved
3540,4, Graduate, Yes,4700000,12500000,8,678,13700000,200000,7000000,9800000,2177069, Approved
3541,1, Graduate, No,7900000,15800000,8,551,800000,3500000,8300000,18700000,4004848, Approved
3542,3, Not Graduate, No,8800000,24900000,16,668,16700000,17200000,10500000,30000000,4006647, Approved
3543,1, Graduate, No,6500000,23400000,2,672,5000000,10400000,7600000,16700000,2802114, Approved
3544,3, Not Graduate, No,3500000,13700000,4,439,5200000,2800000,4400000,13000000,1841808, Approved
3545,2, Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,10700000,28800000,3309402, Approved
3546,0, Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,2900000,5900000,1379415, Rejected
3547,5, Not Graduate, No,2700000,8200000,2,848,7000000,1000000,1500000,6200000,1188467, Approved
3548,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,7700000,19700000,3080071, Approved
3549,2, Not Graduate, No,9900000,19900000,6,312,21400000,2200000,11000000,31400000,6765910, Rejected
3550,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,6500000,9900000,2081445, Approved
3551,2, Not Graduate, No,9100000,18600000,20,403,18400000,11700000,9200000,20300000,6504192, Rejected
3552,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,7400000,27900000,3263867, Approved
3553,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,3100000,13000000,3065072, Approved
3554,5, Graduate, No,1800000,6000000,4,548,1400000,2400000,2600000,6500000,989838, Approved
3555,0, Not Graduate, No,7300000,28200000,16,486,15300000,8800000,7700000,16400000,6077253, Rejected
3556,4, Graduate, No,3200000,11600000,6,635,3300000,4600000,3900000,6500000,1519818, Approved
3557,5, Graduate, No,5200000,20700000,2,538,3200000,2000000,3600000,14600000,2404808, Approved
3558,4, Not Graduate, No,7100000,28200000,14,496,6300000,10900000,4600000,27700000,5304598, Rejected
3559,4, Graduate, Yes,1400000,4800000,6,411,1400000,300000,1600000,4400000,913737, Rejected
3560,4, Not Graduate, No,2700000,10700000,6,857,7400000,4200000,2800000,8200000,1597510, Approved
3561,5, Graduate, Yes,6500000,18100000,10,360,15700000,10600000,6100000,20200000,4752820, Rejected
3562,4, Graduate, No,9300000,35900000,18,461,9800000,12700000,11400000,26200000,6794660, Rejected
3563,0, Graduate, Yes,6700000,14900000,16,638,3300000,6900000,8100000,22300000,3208893, Approved
3564,5, Graduate, No,6800000,19300000,6,865,12100000,100000,9000000,22900000,4059982, Approved
3565,5, Not Graduate, No,5600000,13600000,4,449,5900000,5700000,4300000,18800000,3865069, Rejected
3566,1, Not Graduate, Yes,1900000,4700000,2,870,4700000,2300000,2300000,3900000,889591, Approved
3567,5, Not Graduate, No,8400000,19500000,6,815,5300000,2500000,7200000,24000000,5029246, Approved
3568,2, Not Graduate, Yes,2500000,7200000,16,454,4200000,1000000,2100000,7100000,1867354, Rejected
3569,1, Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,2600000,11000000,1468695, Approved
3570,3, Graduate, Yes,3200000,7400000,2,543,3600000,4500000,4600000,11200000,2076043, Rejected
3571,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,3200000,8000000,1442122, Approved
3572,3, Graduate, Yes,800000,2500000,20,395,1500000,300000,500000,1600000,491280, Rejected
3573,2, Not Graduate, Yes,400000,1300000,2,885,200000,300000,500000,1100000,198906, Approved
3574,2, Not Graduate, No,4400000,10600000,20,488,10800000,2400000,4600000,13200000,3020755, Rejected
3575,2, Not Graduate, Yes,8700000,19900000,10,829,7500000,10500000,8400000,20200000,4869989, Approved
3576,4, Not Graduate, No,7400000,15400000,6,677,22000000,13500000,7400000,28900000,3056688, Approved
3577,4, Not Graduate, Yes,5700000,14400000,12,645,14500000,8600000,4700000,12900000,2890532, Approved
3578,5, Not Graduate, Yes,9700000,27600000,10,788,9400000,3100000,10600000,31800000,4939952, Approved
3579,2, Not Graduate, No,7000000,22400000,6,649,12200000,9900000,8900000,17800000,3554846, Approved
3580,2, Not Graduate, No,8900000,23100000,4,519,22800000,500000,4700000,25200000,7508047, Rejected
3581,3, Graduate, Yes,3100000,11200000,14,772,3400000,5800000,2100000,8300000,1698600, Approved
3582,4, Graduate, No,2200000,6100000,12,330,5500000,2900000,2200000,5000000,1830621, Rejected
3583,5, Not Graduate, Yes,7100000,21500000,4,557,8900000,8000000,4000000,26400000,4141550, Approved
3584,4, Graduate, Yes,8200000,19000000,6,334,24500000,6800000,10200000,28600000,6565981, Rejected
3585,3, Graduate, Yes,9800000,28400000,12,487,8900000,15400000,11100000,30800000,6522695, Rejected
3586,2, Graduate, Yes,3900000,9700000,8,539,4400000,7600000,5100000,7900000,2459006, Rejected
3587,2, Graduate, Yes,2200000,8100000,8,710,500000,2900000,1000000,7300000,1219989, Approved
3588,5, Not Graduate, Yes,600000,1700000,20,879,1100000,100000,700000,2300000,267492, Approved
3589,4, Not Graduate, Yes,6900000,22000000,10,512,6100000,9100000,3900000,20600000,5584467, Rejected
3590,2, Graduate, Yes,7400000,27300000,18,561,12600000,400000,9600000,27100000,3816125, Approved
3591,3, Not Graduate, Yes,4000000,11600000,6,539,5900000,2600000,4700000,12100000,2808536, Rejected
3592,3, Not Graduate, Yes,700000,2000000,18,544,800000,1300000,400000,1500000,542950, Rejected
3593,2, Not Graduate, Yes,1900000,4600000,16,631,3200000,2700000,2700000,4500000,968985, Approved
3594,2, Graduate, No,2200000,6800000,20,546,4600000,200000,2200000,4500000,1409336, Rejected
3595,1, Graduate, Yes,2000000,5600000,14,569,5000000,1100000,1600000,7900000,1082235, Approved
3596,4, Not Graduate, No,7400000,17900000,6,384,13400000,12300000,4700000,22400000,5716158, Rejected
3597,2, Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,3400000,6900000,1066659, Approved
3598,5, Not Graduate, Yes,4000000,15500000,12,517,0,600000,3500000,12100000,2593088, Rejected
3599,3, Graduate, Yes,1500000,5800000,18,420,800000,1900000,1400000,4100000,1188145, Rejected
3600,2, Not Graduate, Yes,5200000,12900000,18,644,400000,5000000,7500000,12000000,2703772, Approved
3601,2, Graduate, No,5400000,14500000,8,349,10800000,4800000,6600000,21100000,4507065, Rejected
3602,3, Graduate, No,7700000,25300000,18,662,3400000,11400000,9900000,19100000,3998016, Approved
3603,0, Not Graduate, Yes,1900000,6400000,20,704,900000,3400000,1900000,5300000,1049379, Approved
3604,4, Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,4500000,13900000,3960594, Rejected
3605,5, Graduate, No,700000,1700000,18,757,1900000,200000,600000,2100000,414617, Approved
3606,3, Graduate, Yes,5800000,23000000,16,361,6000000,10100000,2800000,23000000,3555229, Rejected
3607,1, Graduate, No,1800000,5400000,4,415,4400000,2000000,1800000,5600000,772830, Approved
3608,5, Graduate, Yes,4300000,13800000,18,618,9600000,800000,2400000,14000000,2240822, Approved
3609,4, Graduate, No,8000000,27100000,8,524,16900000,10900000,8400000,25600000,5080786, Rejected
3610,0, Not Graduate, No,1100000,4100000,18,887,400000,1300000,1300000,2600000,591595, Approved
3611,2, Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,9400000,21900000,4804566, Approved
3612,4, Graduate, No,4800000,18600000,14,774,10800000,5800000,6500000,12700000,2329254, Approved
3613,0, Not Graduate, Yes,200000,700000,20,724,600000,0,300000,500000,83956, Approved
3614,5, Graduate, Yes,1400000,2700000,16,320,900000,2500000,2000000,2700000,1137948, Rejected
3615,5, Graduate, No,2500000,6400000,16,590,3200000,3900000,3500000,5800000,1229904, Approved
3616,5, Graduate, No,8100000,25300000,8,796,15900000,12600000,7800000,21500000,3810964, Approved
3617,0, Graduate, Yes,6100000,19200000,6,890,13900000,5900000,7600000,16700000,3396345, Approved
3618,0, Not Graduate, Yes,2000000,4600000,16,651,2100000,2400000,1600000,7200000,818004, Approved
3619,4, Not Graduate, No,4800000,10100000,12,634,9200000,300000,6900000,15000000,2160139, Approved
3620,4, Graduate, Yes,900000,2800000,2,660,1200000,1400000,900000,2400000,450049, Approved
3621,4, Not Graduate, No,1300000,3500000,12,512,3300000,1400000,700000,3200000,856593, Rejected
3622,4, Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,5900000,10900000,2440211, Approved
3623,2, Graduate, Yes,3300000,11100000,20,823,4600000,1500000,2900000,11700000,1833779, Approved
3624,2, Not Graduate, Yes,8700000,28400000,12,880,8000000,1800000,4400000,19400000,4832665, Approved
3625,1, Not Graduate, Yes,800000,2600000,2,439,600000,0,400000,1800000,412535, Approved
3626,5, Graduate, Yes,7400000,17100000,2,441,14700000,1600000,10800000,20600000,4837720, Rejected
3627,3, Not Graduate, No,6900000,18500000,6,360,14000000,0,9600000,18800000,5041729, Rejected
3628,1, Graduate, Yes,8800000,33700000,14,561,10200000,7100000,11900000,25700000,4383978, Approved
3629,2, Graduate, Yes,8600000,32500000,4,758,20900000,600000,6900000,18000000,3630628, Approved
3630,2, Graduate, No,5400000,20600000,18,621,11200000,2200000,5500000,11600000,2837118, Approved
3631,4, Graduate, Yes,2900000,5900000,18,621,200000,3100000,3500000,8500000,1521803, Approved
3632,3, Graduate, No,9800000,21000000,12,342,25400000,16600000,7000000,26900000,8150946, Rejected
3633,4, Graduate, No,3300000,10800000,4,552,4200000,900000,3300000,8600000,1358226, Approved
3634,0, Not Graduate, No,300000,500000,18,376,300000,0,300000,800000,202738, Rejected
3635,0, Graduate, No,1500000,4300000,12,801,4400000,2200000,1100000,3300000,759528, Approved
3636,3, Not Graduate, Yes,5400000,16300000,4,512,1600000,3400000,6000000,13100000,2248524, Approved
3637,0, Graduate, No,6600000,15200000,18,497,1500000,6900000,9300000,14500000,4239358, Rejected
3638,0, Graduate, No,5700000,17200000,8,386,4200000,7100000,2900000,14400000,3594741, Rejected
3639,3, Not Graduate, Yes,8500000,26100000,2,683,6600000,10400000,5700000,24100000,4090069, Approved
3640,0, Graduate, No,7400000,24100000,16,779,800000,2900000,4900000,28900000,4270832, Approved
3641,3, Not Graduate, Yes,7800000,17700000,6,876,15600000,15200000,10800000,25100000,3785541, Approved
3642,3, Graduate, Yes,7200000,16500000,18,515,7800000,6300000,10600000,17300000,5972919, Rejected
3643,2, Not Graduate, No,7600000,19300000,12,463,5400000,1500000,9600000,16000000,5597808, Rejected
3644,4, Not Graduate, Yes,7000000,26700000,4,486,10600000,12200000,6000000,18800000,3266370, Approved
3645,0, Not Graduate, No,5700000,13000000,6,328,7800000,7500000,8200000,20700000,3584576, Rejected
3646,2, Not Graduate, No,8200000,30600000,10,343,9800000,11500000,7000000,16900000,5126107, Rejected
3647,0, Graduate, Yes,9000000,27800000,8,712,900000,6700000,5800000,24400000,3716360, Approved
3648,3, Not Graduate, No,3900000,11900000,6,607,6600000,6000000,2000000,8800000,1895986, Approved
3649,0, Graduate, No,6500000,16200000,4,812,17200000,10700000,6200000,20200000,2945746, Approved
3650,4, Not Graduate, Yes,2300000,7700000,16,589,6000000,4400000,2300000,6300000,1244311, Approved
3651,1, Not Graduate, No,5700000,21800000,18,657,14100000,3200000,3200000,21800000,3142816, Approved
3652,4, Not Graduate, No,800000,2800000,12,453,1500000,300000,600000,2900000,611279, Rejected
3653,4, Not Graduate, Yes,8400000,19700000,14,889,22400000,5800000,12100000,22000000,4251521, Approved
3654,1, Graduate, Yes,4300000,17200000,4,564,10400000,6600000,2200000,11500000,2102392, Approved
3655,1, Not Graduate, Yes,300000,900000,20,419,800000,0,300000,600000,193365, Rejected
3656,1, Graduate, No,8700000,34000000,16,663,5400000,10700000,8100000,17800000,3554352, Approved
3657,1, Not Graduate, No,4400000,12100000,4,884,9800000,6500000,6000000,15000000,1925755, Approved
3658,1, Graduate, Yes,5600000,16800000,16,528,7500000,6500000,3900000,12300000,3614161, Rejected
3659,2, Graduate, No,600000,1300000,12,475,100000,1100000,600000,2300000,374226, Rejected
3660,4, Not Graduate, Yes,2500000,5100000,20,695,1100000,4100000,3500000,6700000,1187532, Approved
3661,5, Not Graduate, No,3800000,10500000,10,759,1800000,6700000,5300000,8100000,2099713, Approved
3662,2, Not Graduate, No,2500000,9600000,4,636,900000,1000000,2000000,7300000,1158437, Approved
3663,3, Not Graduate, Yes,5500000,20400000,10,546,10600000,8200000,4000000,13500000,4012549, Rejected
3664,5, Graduate, Yes,4500000,17100000,2,639,10600000,7500000,6500000,12000000,2326311, Approved
3665,4, Not Graduate, No,1900000,4000000,10,388,500000,1400000,900000,5600000,1291682, Rejected
3666,5, Graduate, Yes,6400000,20000000,12,594,100000,2100000,5500000,16500000,3346855, Approved
3667,1, Not Graduate, Yes,3800000,11100000,6,760,2100000,1800000,5700000,8700000,1649385, Approved
3668,4, Not Graduate, Yes,6300000,16900000,16,582,16000000,3600000,6000000,23700000,3368160, Approved
3669,3, Not Graduate, No,300000,600000,6,896,300000,400000,400000,600000,154754, Approved
3670,5, Not Graduate, Yes,7100000,21800000,18,891,7000000,0,4700000,18900000,2895370, Approved
3671,2, Not Graduate, Yes,600000,1700000,2,495,1700000,200000,500000,1200000,509720, Rejected
3672,3, Graduate, Yes,4400000,15300000,16,865,1200000,8400000,3400000,15000000,1995124, Approved
3673,4, Not Graduate, No,7600000,20800000,12,775,1900000,13600000,6400000,19200000,4363791, Approved
